OBJECTID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),photo added,wildlife access area?,human access area?,Verizon Signal,ATT Signal,Date Time,GlobalID,x,y
78,4.29467956208542,247.307549382927,,2,iPhone 13,4.71269332239274,3.40808724680924,34.46727744332,-120.302873035527,8.96650843415409,,,,,,,,5/17/2023 9:48:03 PM,,,,,0,,,15,,5/17/2023 9:48:05 PM,e08c3a7a-0a20-44c4-a279-e9e07c23e8a2,-120.302873035682,34.4672774436135
79,0,248.761853012347,216.924209594727,2,iPhone 13,4.72554157504635,3.39024982195963,34.4672772308848,-120.302877413277,9.10697393398732,,,,,,,,5/17/2023 9:48:15 PM,,,,,0,,,20,,5/17/2023 9:48:16 PM,50f95efe-e3d1-42a7-8828-78cb55930d08,-120.302877413173,34.4672772310568
80,0.0719263154190844,167.561806433922,65.7040176391602,2,iPhone 13,4.73398967150531,3.37844325435102,34.4671198131423,-120.303262558791,8.22040793206543,,,,,,,,5/17/2023 9:49:09 PM,,,,,0,,,26,,5/17/2023 9:49:11 PM,baf6d727-7b25-4ec1-9ebf-87af6cb97aa6,-120.303262558664,34.4671198130578
81,3.30690505076152,265.05845037976,256.515747070313,2,iPhone 13,4.72134243219725,3.39609520931357,34.4668673109929,-120.303668484422,5.73457594960928,,,,,,,,5/17/2023 9:50:18 PM,,,,,0,,,26,,5/17/2023 9:50:19 PM,a1a53041-3ed8-4e25-bc82-06f29b8933d9,-120.303668483985,34.4668673111528
82,0,257.209904184411,243.352310180664,2,iPhone 13,4.73060732013373,3.3831777097111,34.4668686818431,-120.303670343221,5.97439344227314,,,,,,,,5/17/2023 9:50:30 PM,,,,,0,,,17,,5/17/2023 9:50:31 PM,7e017267-4f8e-4c9b-b469-6279f0e68f42,-120.303670343498,34.4668686820391
83,1.08242925963015,290.390756017349,277.800140380859,2,iPhone 13,4.72261980973847,3.39431865997503,34.4668109417172,-120.304182881915,8.23466209322214,,,,,,,,5/17/2023 9:51:32 PM,,,,,0,,,20,,5/17/2023 9:51:34 PM,5d64cea4-6e19-4747-aae1-83f278c8ff23,-120.304182881775,34.4668109418613
84,3.00228402391515,272.410033298614,272.100677490234,2,iPhone 13,4.72625202963241,3.38925932693035,34.4668410956733,-120.304610385497,8.51082115247846,,,,,,,,5/17/2023 9:52:21 PM,,,,,0,,,24,,5/17/2023 9:52:26 PM,c3e4a3fd-8aca-4b22-a5f5-85f7f9b88be6,-120.304610385527,34.4668410954488
85,3.84471708289366,286.373644017086,282.796051025391,2,iPhone 13,4.73669165562247,3.37465393667933,34.4669430240403,-120.304942870968,5.89485977683216,,,,,,,,5/17/2023 9:53:03 PM,,,,,0,,,11,,5/17/2023 9:53:04 PM,b8b4e83d-4562-42b7-addf-251f7ecefd31,-120.304942870878,34.4669430238848
86,3.98538181150554,277.579130488961,281.125427246094,2,iPhone 13,4.75511386668918,3.34864586775148,34.4669871344379,-120.305131595696,5.23440291266888,,,,,,,,5/17/2023 9:53:18 PM,,,,,0,,,11,12,5/17/2023 9:53:19 PM,f89f974f-303d-433f-a713-5d4ce5458c5c,-120.305131596139,34.4669871343757
87,3.6645916861844,289.940033505847,285.447631835938,2,iPhone 13,4.73342066564804,3.37924042275848,34.4670343909719,-120.30529388943,5.33234046120197,,,,,,,,5/17/2023 9:53:31 PM,,,,,0,,,,12,5/17/2023 9:53:32 PM,87155ece-7cec-44f0-ac20-bac463df17a9,-120.305293889372,34.4670343909876
88,4.05274036379169,278.554272724996,278.982208251953,2,iPhone 13,4.72878387597582,3.38572593207127,34.4670802859737,-120.305584298431,4.13871664274484,,,,,,,,5/17/2023 9:53:56 PM,,,,,0,19,Yes drakes??,12,12,5/17/2023 9:53:59 PM,b13b61f9-20e7-46f0-8d16-f4cadcd99a66,-120.305584298534,34.467080286318
89,0,346.542702295432,12.5782222747803,2,iPhone 13,4.7283822490384,3.38628680707459,34.4673477389292,-120.306509665591,4.11969993356615,,,,,,,,5/17/2023 9:55:43 PM,,,,,0,,,14,12,5/17/2023 9:55:44 PM,2df7dc54-b345-494e-b363-51f7d6873e02,-120.306509665684,34.4673477391156
90,3.41999995708466,109.6875,94.8483428955078,2,iPhone 13,3.53553390593274,3,34.4671699265339,-120.306079918631,4.17107009887695,,,,,,,,5/17/2023 9:59:34 PM,,,,,0,,,14,12,5/17/2023 9:59:35 PM,8a48e377-ae6c-41db-822b-cf54acf20007,-120.306079918839,34.4671699268933
91,0.961041434360356,89.7209002753062,61.2654342651367,2,iPhone 13,4.73635399256204,3.37512783312432,34.4673860479206,-120.305674766642,7.14914138428867,,,,,,,,5/17/2023 10:00:25 PM,,,,,0,,,,12,5/17/2023 10:00:26 PM,6461952a-25c3-4cac-b26a-65be8f7de86c,-120.305674766967,34.4673860481581
92,5.44126947712284,95.0478294173109,92.2856826782227,2,iPhone 13,4.7154346831496,3.40429328668061,34.4670689581652,-120.305425304712,4.50348338019103,,,,,,,,5/17/2023 10:01:24 PM,,,,,0,,,0,11,5/17/2023 10:01:26 PM,506893f7-4d44-4e37-af06-8d4289413a7c,-120.305425304813,34.467068957834
93,0,120.941766600203,63.9228515625,2,iPhone 13,4.72988040285202,3.38419390808287,34.4668644422188,-120.304630159494,5.7761133434251,,,,,,,,5/17/2023 10:02:35 PM,,,,,0,,,21,21,5/17/2023 10:02:36 PM,65a85fea-7b8f-4d9f-b6cf-5ba3ad9a5dfd,-120.304630159243,34.4668644419938
94,2.80786438017197,95.4831093187286,79.4330215454102,2,iPhone 13,4.72534189243137,3.39052813473387,34.4668294426406,-120.304419898843,6.70705769490451,,,,,,,,5/17/2023 10:03:12 PM,,,,,0,,,27,25,5/17/2023 10:03:14 PM,08f87505-76c5-410e-bf79-5e38f152a910,-120.304419898669,34.4668294425409
95,2.25523513720211,90.2436378295787,76.3323822021484,2,iPhone 13,4.72804434379347,3.38675858541931,34.4667734935201,-120.30411912018,5.19042201712728,,,,,,,,5/17/2023 10:03:47 PM,,,,,0,,,23,25,5/17/2023 10:03:48 PM,73b112b5-09cc-4e59-bec8-2f82af64bc3b,-120.304119120254,34.4667734931553
96,3.69646340973467,82.6511355138335,67.1447982788086,2,iPhone 13,4.71803569778805,3.40068760505673,34.4668672520867,-120.303770200276,7.24942579586059,,,,,,,,5/17/2023 10:04:30 PM,,,,,0,,,21,25,5/17/2023 10:04:32 PM,bac974c8-1fd6-4a77-8801-eed14771ef84,-120.303770200225,34.4668672519033
97,3.38072383528691,61.6328802723857,51.3163948059082,2,iPhone 13,4.72512683600326,3.39082783645391,34.4669248501568,-120.303274861985,2.40286326315254,,,,,,,,5/17/2023 10:05:23 PM,,,,,0,,,25,25,5/17/2023 10:05:24 PM,8d5540d6-4c1e-4fb2-ba7d-d07c18ff2b39,-120.30327486199,34.4669248498433
98,1.86511101809482,49.5877261052046,38.9950981140137,2,iPhone 13,4.72532104572334,3.39055718837375,34.4672132673554,-120.302561263349,2.8794669136405,,,,,,,,5/17/2023 10:06:35 PM,,,,,0,,,23,25,5/17/2023 10:06:37 PM,cad3ab97-4622-45d7-b0a0-3eb15e28c078,-120.302561263685,34.4672132670235
99,2.60144473614442,56.1039869991575,34.6154403686523,2,iPhone 13,4.72709399390459,3.38808491711468,34.4673813088271,-120.302152907652,5.45659394562244,,,,,,,,5/17/2023 10:07:57 PM,,,,,0,,,22,23,5/17/2023 10:08:01 PM,0852cc5a-c800-46ae-a908-37b3ec640261,-120.302152907523,34.4673813089648
100,3.86748905436407,52.4569202831756,63.9851150512695,2,iPhone 13,4.72738073779047,3.38768481307758,34.467551466813,-120.301696725946,3.76587351039052,,,,,,,,5/17/2023 10:10:03 PM,,,,,0,,,17,17,5/17/2023 10:10:05 PM,99d3e9b5-f292-4dff-b88b-31bc82d249cd,-120.301696725954,34.4675514664998
101,4.25764281106293,61.9880433882927,97.9156799316406,2,iPhone 13,4.7230758630728,3.39368404900161,34.4676690910629,-120.301399961234,4.84069940447807,,,,,,,,5/17/2023 10:10:31 PM,,,,,0,,,18,20,5/17/2023 10:10:33 PM,e7597d2f-5a69-49bc-83c6-dbe267478692,-120.301399961211,34.4676690913443
102,4.52186861177,66.6067540974771,69.3021240234375,2,iPhone 13,4.72947168434989,3.3847650760018,34.4679902508431,-120.300622979663,8.75950648076832,,,,,,,,5/17/2023 10:11:32 PM,,,,,0,,,22,21,5/17/2023 10:11:34 PM,797f3931-3938-4cc0-89c7-a79005bf194c,-120.300622979576,34.467990250518
103,5.42499945007854,81.6250455804757,45.5939598083496,2,iPhone 13,4.72536882571176,3.39049059780149,34.4682116250914,-120.300147957804,7.75619310047477,,,,,,,,5/17/2023 10:12:13 PM,,,,,0,,,17,21,5/17/2023 10:12:14 PM,0d6f3d4c-e889-457f-9dd0-828f345092d3,-120.30014795764,34.4682116250085
104,3.42382299784745,56.0280444765507,66.4314422607422,2,iPhone 13,4.72466396030999,3.39147276193349,34.4684886461615,-120.299908848451,7.67673830222338,,,,,,,,5/17/2023 10:12:44 PM,,,,,0,,,14,18,5/17/2023 10:12:45 PM,eb0d9462-1e06-4e40-8b68-08e5edfc849b,-120.29990884857,34.4684886464995
105,4.66555217242859,32.2577725170941,60.8544540405273,2,iPhone 13,4.72622763887448,3.38929333907937,34.4686689794403,-120.299772286287,8.67316402960569,,,,,,,,5/17/2023 10:13:08 PM,,,,,0,,,15,15,5/17/2023 10:13:09 PM,c4a62e96-e172-4952-a25f-7fee35e72ebb,-120.29977228668,34.4686689791478
106,2.75647130371035,28.3100465003186,49.7583274841309,2,iPhone 13,4.73041649841237,3.38344451474188,34.4690067816189,-120.299535115015,6.88265998288989,,,,,,,,5/17/2023 10:13:45 PM,,,,,0,,,15,16,5/17/2023 10:13:47 PM,0cb5947b-a381-453c-a668-d9df7f2c934a,-120.299535115276,34.4690067816888
107,3.56142051036241,48.9289699234355,27.4346771240234,2,iPhone 13,4.7321293715884,3.38104845326701,34.4694533678455,-120.299256730598,7.54783504828811,,,,,,,,5/17/2023 10:14:41 PM,,,,,0,,,16,12,5/17/2023 10:14:45 PM,4b26386b-f6b8-40a8-a9ee-54879b9c278a,-120.299256730962,34.4694533676447
108,4.25367099187863,34.7431392047131,39.5472793579102,2,iPhone 13,4.72849760470154,3.38612572641959,34.4695600395803,-120.299179133143,6.08028990030289,,,,,,,,5/17/2023 10:15:00 PM,,,,,0,,,13,12,5/17/2023 10:15:03 PM,67108ee3-9509-4070-ae4a-03e82b22eb1b,-120.29917913359,34.4695600393665
109,5.43746751212561,43.1015805012843,57.9614105224609,2,iPhone 13,4.72166185298734,3.39565109792408,34.4699179754548,-120.298842704013,7.73150369804353,,,,,,,,5/17/2023 10:15:40 PM,,,,,0,,,21,12,5/17/2023 10:15:43 PM,9d5d38ad-d07b-4658-89a7-18eb7ac921d0,-120.298842703736,34.4699179757458
110,5.23152232994233,59.1802224345728,62.3050804138184,2,iPhone 13,4.73136758907663,3.38211439336757,34.4701416762424,-120.298333848653,8.81281206477433,,,,,,,,5/17/2023 10:16:29 PM,,,,,0,,,15,15,5/17/2023 10:16:31 PM,f3a92b04-46a2-4458-89b5-e8e1c92891b3,-120.298333848552,34.4701416765013
111,2.64733944691923,54.5883325025118,65.2925338745117,2,iPhone 13,4.72015732227089,3.39774217470975,34.4703640155529,-120.297629535659,3.27337148785591,,,,,,,,5/17/2023 10:17:27 PM,,,,,0,,,11,12,5/17/2023 10:17:28 PM,0960bde4-1fbf-4814-95fa-8fe0cacf5607,-120.297629535233,34.4703640154561
112,4.77121870342559,75.0126876243569,73.0700988769531,2,iPhone 13,4.71429152267106,3.40587616804555,34.4704664812292,-120.29726243865,2.91261607874185,,,,,,,,5/17/2023 10:17:56 PM,,,,,0,,,14,12,5/17/2023 10:17:57 PM,16e93b4f-595a-44a9-ad7f-7beeadf8f85b,-120.297262438692,34.4704664809593
113,4.30117474677323,79.9502136296624,64.9214172363281,2,iPhone 13,4.71562884838913,3.40402432380103,34.4705610926762,-120.296713900636,2.5348738161847,,,,,,,,5/17/2023 10:18:36 PM,,,,,0,,,10,9,5/17/2023 10:18:37 PM,2762cbc6-e8de-45ae-af71-cc9d36cee93b,-120.29671390043,34.4705610924174
114,0.776681685178417,76.3669490796711,59.816577911377,2,iPhone 13,4.71842642441411,3.40014545426803,34.4706583725017,-120.296345717705,4.70629552658647,,,,,,,,5/17/2023 10:19:08 PM,,,,,0,,,,9,5/17/2023 10:19:09 PM,7b1c0004-38cd-4936-bcdd-530a69f48366,-120.296345717826,34.4706583728389
115,4.12129819897149,83.1467602358001,80.7538299560547,2,iPhone 13,4.71357753067844,3.40686423196936,34.4707372639749,-120.295769317425,6.3571686130017,,,,,,,,5/17/2023 10:20:04 PM,,,,,0,,,,20,5/17/2023 10:20:07 PM,2a76c43c-fb87-46c6-9585-0c0af0ec55c7,-120.295769317417,34.4707372636848
116,4.57964229404698,83.9495291276526,77.2992095947266,2,iPhone 13,4.7273523550507,3.38772441972269,34.4707738955463,-120.295466550034,6.79804355278611,,,,,,,,5/17/2023 10:20:26 PM,,,,,0,,,21,14,5/17/2023 10:20:27 PM,a0674de1-6d9b-4f33-b84b-1c647e3a7c7c,-120.295466550132,34.4707738952287
117,5.12011402340201,84.7332775465574,85.8036880493164,2,iPhone 13,4.7223263407232,3.39472693518944,34.4707884169323,-120.294898929816,5.16131004970521,,,,,,,,5/17/2023 10:21:07 PM,,,,,0,,,21,14,5/17/2023 10:21:12 PM,25942839-16a6-427d-a772-cd1cb64bf5a3,-120.294898929857,34.4707884166102
118,4.46735997231372,84.6003154621786,86.6854019165039,2,iPhone 13,4.72184651423113,3.3953943112446,34.470818332411,-120.29448053632,4.59466220531613,,,,,,,,5/17/2023 10:21:38 PM,,,,,0,,,21,,5/17/2023 10:21:39 PM,8fd9c6da-8c2c-462f-a558-600f676a6b5c,-120.29448053592,34.4708183325143
119,4.35588470608958,84.9263460251341,93.0018768310547,2,iPhone 13,4.72238962995859,3.39463889326219,34.4708495028087,-120.294179693774,5.39519742038101,,,,,,,,5/17/2023 10:22:01 PM,,,,,0,,,21,19,5/17/2023 10:22:03 PM,51b3cbe9-b27d-49c8-82c6-f3ad16e6f20e,-120.294179693725,34.4708495029569
120,3.11245170511191,85.8686728409855,85.6699142456055,2,iPhone 13,4.71113784368498,3.41023712527268,34.4708662367195,-120.294041315598,5.29838498681784,,,,,,,,5/17/2023 10:22:17 PM,,,,,0,,,21,13,5/17/2023 10:22:18 PM,5909b6f0-4c31-465f-88ab-0f48d0f69a1a,-120.294041315442,34.4708662364491
121,4.6176666061992,81.6883750371115,92.5371932983398,2,iPhone 13,4.71780149606933,3.40101250754461,34.4708858220807,-120.293895764896,5.67378297541291,,,,,,,,5/17/2023 10:22:29 PM,,,,,0,,,21,10,5/17/2023 10:22:31 PM,23859563-ad9a-4184-ac00-d87c3e95993e,-120.29389576501,34.4708858219253
122,4.41214067649845,90.3951865731243,90.8702774047852,2,iPhone 13,4.71890467201264,3.39948168538178,34.4708757368005,-120.293287524238,5.09955502208322,,,,,,,,5/17/2023 10:23:19 PM,,,,,0,,,20,0,5/17/2023 10:23:20 PM,6b15555d-df56-472b-8daa-0f667132f53a,-120.293287523816,34.4708757366572
123,4.31528081203738,102.26170469573,95.4968338012695,2,iPhone 13,4.71872975526401,3.39972447847982,34.4708552683935,-120.293035426228,4.18400575872511,,,,,,,,5/17/2023 10:23:39 PM,,,,,0,,,,,5/17/2023 10:23:38 PM,3e7e6176-0b46-43a9-ba45-b518b3f55ba9,-120.293035426004,34.4708552684026
124,4.29042560637235,92.7645177933537,100.362159729004,2,iPhone 13,4.72415719106973,3.39217863133017,34.4707431792654,-120.292191968328,8.91948313452303,,,,,,,,5/17/2023 10:24:58 PM,,,,,0,,,,,5/17/2023 10:24:58 PM,f48bba3e-e842-4567-97df-29559ad1b509,-120.292191968139,34.4707431794769
125,1.0876227223108,64.3583702060123,58.530460357666,2,iPhone 13,4.71717436077211,3.4018822852743,34.4707068527392,-120.290077658403,10.1474771732464,,,,,,,,5/17/2023 10:27:53 PM,,,,,1,20 - culvert,,,,5/17/2023 10:27:54 PM,9190c895-266a-4e79-ae45-79803fb28c8a,-120.290077658252,34.4707068530407
126,4.33351309224951,114.414613333833,100.149948120117,2,iPhone 13,4.72605332193495,3.38953640355381,34.470310098315,-120.288810269117,6.70982003863901,,,,,,,,5/17/2023 10:31:38 PM,,,,,0,,,,,5/17/2023 10:31:37 PM,b2f42d84-b4f8-4baf-99c7-80e0e97e7a4b,-120.288810269236,34.4703100983936
127,0.431974270928831,73.5617074582432,64.945671081543,2,iPhone 13,4.75290601182575,3.35177885242142,34.4700243443617,-120.287949820871,7.98694570641965,,,,,,,,5/17/2023 10:32:52 PM,,,,,0,21 - tiny stream,,,,5/17/2023 10:32:53 PM,db425dcc-1f13-47ec-bc31-6bed7b77aa10,-120.287949820636,34.4700243447125
128,0.717960252463287,59.8631358697525,91.8031768798828,2,iPhone 13,4.72350121193691,3.39309200193855,34.4693940961699,-120.285892734745,7.50810964312404,,,,,,,,5/17/2023 10:36:34 PM,,,,,0,,Seawall n,,,5/17/2023 10:36:36 PM,212931f3-8153-4c08-b622-847323a2c1a2,-120.285892734331,34.4693940962195
129,3.54684085934335,47.6768244717675,68.6737747192383,2,iPhone 13,4.71406658765148,3.40618749336803,34.4713809521848,-120.293807578953,9.9718579147011,,,,,,,,5/17/2023 10:48:55 PM,,,,,0,,,,,5/17/2023 10:48:56 PM,72814f76-9f64-4ee5-a941-84cabcc46acc,-120.293807579195,34.4713809524355
130,0.369770852742807,81.2741906689413,221.871246337891,2,iPhone 13,4.74072159144229,3.36899032726746,34.4673994321437,-120.305566578805,7.67130512278527,,,,,,,,5/17/2023 11:02:53 PM,,,,,0,,,,14,5/17/2023 11:02:54 PM,ef76623b-d5a5-4988-a2bf-bb6ad9472cfc,-120.305566578366,34.4673994318045
131,2.90510896444866,283.078435744504,317.047180175781,2,iPhone 13,4.71787480096718,3.40091081847022,34.4671926084502,-120.306455592376,3.13082685228437,,,,,,,,5/17/2023 11:04:31 PM,,,,,0,,,,14,5/17/2023 11:04:32 PM,61f9b6f7-7097-4e4a-b343-50c691598bdb,-120.306455592494,34.4671926082729
132,3.51667927552605,251.253224282983,263.396179199219,2,iPhone 13,4.72036928319981,3.39744769834836,34.4669525296507,-120.308558026595,3.78155482467264,,,,,,,,5/17/2023 11:07:22 PM,,,,,0,,,,18,5/17/2023 11:07:23 PM,c9932ecc-65c5-4a51-8ae7-65e9115b2f9d,-120.308558026653,34.4669525297239
133,3.12952104269584,254.029157971199,265.915557861328,2,iPhone 13,4.71967745239516,3.39840871263913,34.466905725775,-120.308689447056,3.91519803833216,,,,,,,,5/17/2023 11:07:37 PM,,,,,0,,,20,21,5/17/2023 11:07:38 PM,afcf4ce2-f515-4ef8-911b-f0ef888475b8,-120.308689447484,34.4669057255838
134,3.93603977509827,229.762640712954,252.662521362305,2,iPhone 13,4.72628626549469,3.38921158521936,34.4667885786498,-120.309080580579,9.06933635193855,,,,,,,,5/17/2023 11:08:14 PM,,,,,0,,,19,28,5/17/2023 11:08:15 PM,76f7d608-cb2c-4f5a-9c9b-1139009ecdca,-120.309080580247,34.4667885788446
135,1.0402810757348,313.594220703001,16.2493877410889,2,iPhone 13,4.72308164809802,3.39367599782132,34.4658733161361,-120.311249248429,8.40544623974711,,,,,,,,5/17/2023 11:11:12 PM,,,,,1,21 - stream,Maybe,28,21,5/17/2023 11:11:13 PM,d0cc4e9c-fe2b-424d-a06e-05f42ee09ead,-120.31124924809,34.4658733164223
136,0.0263596128461814,5.00867252088488,228.101959228516,2,iPhone 13,4.72107566945794,3.39646603928865,34.4659284631765,-120.311281674791,9.17269649356604,,,,,,,,5/17/2023 11:12:24 PM,,,,,0,,,11,14,5/17/2023 11:12:26 PM,05361437-8c4f-486d-bac3-95825ec30c7d,-120.311281674577,34.4659284628303
137,0,0.227736789103325,255.786712646484,2,iPhone 13,4.73906894650971,3.37131466241526,34.4658160151006,-120.31134447799,8.25443140044808,,,,,,,,5/17/2023 11:13:20 PM,,,,,0,,,26,31,5/17/2023 11:13:21 PM,f5183001-4690-4239-a517-288007b425d6,-120.311344477595,34.4658160147487
138,5.10589037456608,258.01383726886,284.594360351563,2,iPhone 13,4.73378254368635,3.37873347008597,34.4654364865622,-120.312995991171,7.96760084666312,,,,,,,,5/17/2023 11:15:43 PM,,,,,0,,,17,26,5/17/2023 11:15:44 PM,1a3012c2-a71c-450d-9f12-582dcee0febe,-120.312995991617,34.4654364869128
139,4.07298143852306,295.704533845961,310.105621337891,2,iPhone 13,4.72536815042785,3.39049153895286,34.4653418653785,-120.314616426617,4.56153999362141,,,,,,,,5/17/2023 11:17:45 PM,,,,,0,,,22,24,5/17/2023 11:17:47 PM,9f865cc6-673f-4e0f-9cfd-0e0918bf5bf8,-120.314616426626,34.4653418652019
140,0.197566166504389,346.922182234672,352.21435546875,2,iPhone 13,4.72777645792655,3.38713253308226,34.4655209769109,-120.314828275592,4.82899042963982,,,,,,,,5/17/2023 11:18:22 PM,,,,,1,22 - creek and culvert,,21,15,5/17/2023 11:18:23 PM,816d9132-5014-4fcc-8aea-93f5721abadf,-120.314828275421,34.4655209766823
141,3.73043523807996,249.467427739329,272.329223632813,2,iPhone 13,4.72123349314673,3.39624665417256,34.465458864647,-120.315099266469,4.72447128873318,,,,,,,,5/17/2023 11:20:17 PM,,,,,0,,,15,21,5/17/2023 11:20:18 PM,4a2ddc35-dcae-4e4e-90e6-b80ad6e91b25,-120.315099266599,34.4654588643638
142,3.79196706820608,243.09233395438,270.000823974609,2,iPhone 13,4.72602991575361,3.38956903871138,34.4654163670772,-120.315221541782,4.86725265346467,,,,,,,,5/17/2023 11:20:29 PM,,,,,0,,,22,21,5/17/2023 11:20:30 PM,037efcb1-1d5d-459e-99a4-c832466f5ce6,-120.315221541683,34.4654163669027
143,0.442516220263143,269.821322864741,312.449584960938,2,iPhone 13,4.72855362098998,3.38604750206068,34.4653739720115,-120.316169662222,6.67698937468231,,,,,,,,5/17/2023 11:21:50 PM,,,,,0,,Rebar riprap s,21,25,5/17/2023 11:21:51 PM,409142b4-f045-4765-8ca5-01e36705eefb,-120.316169662261,34.465373972368
144,3.67848657342033,258.292411689815,280.140777587891,2,iPhone 13,4.72735363383005,3.38772263526734,34.4651229203153,-120.316926850302,9.21862976998091,,,,,,,,5/17/2023 11:23:12 PM,,,,,0,,Rebar riprap n,25,26,5/17/2023 11:23:13 PM,3048a61f-f0a0-4cae-a46e-47baa39c27fb,-120.316926850417,34.4651229205291
145,5.17039553609681,237.007563615629,260.778900146484,2,iPhone 13,4.72510436913575,3.39085914386946,34.4645642772435,-120.317928781004,6.42404747754335,,,,,,,,5/17/2023 11:24:52 PM,,,,,0,,Rebar riprap s,19,26,5/17/2023 11:24:53 PM,f61b2c2d-36d7-481c-a85b-3dbd0bd92d06,-120.31792878098,34.4645642771336
146,2.19630529365858,315.04212725057,15.6451005935669,2,iPhone 13,4.73075032007896,3.3829777477633,34.4643977255738,-120.318354387064,6.68246932793409,,,,,,,,5/17/2023 11:26:01 PM,,,,,1,23 - game trail,,23,25,5/17/2023 11:26:02 PM,22918aa9-7b6c-42dc-be13-bba1496aec60,-120.31835438749,34.4643977256163
147,2.28859608689292,255.285095195849,281.793060302734,2,iPhone 13,4.72341110080457,3.39321744154202,34.4642753113128,-120.318731086145,8.13712609838694,,,,,,,,5/17/2023 11:27:14 PM,,,,,0,,Riprap Seawall transition ,19,26,5/17/2023 11:27:15 PM,d312ca6f-674a-4d08-a5b8-314ca4fbb6b9,-120.318731086123,34.464275311613
148,5.63913280167399,246.829342112525,269.972564697266,2,iPhone 13,4.72302275796643,3.39375795550007,34.4641415712599,-120.319045353848,7.39009273797274,,,,,,,,5/17/2023 11:28:02 PM,,,,,0,,,17,27,5/17/2023 11:28:03 PM,b2d89d87-2497-4ac2-9b81-a0572ca76b8c,-120.31904535364,34.4641415715113
149,4.59729429418418,246.990617404023,,2,iPhone 13,4.72788809555829,3.38697670329559,34.4639692902292,-120.319494068563,7.26342249661684,,,,,,,,5/17/2023 11:28:37 PM,,,,,0,,,20,27,5/17/2023 11:28:38 PM,7937e335-f76e-4acc-970a-689d9829114e,-120.319494068413,34.4639692902619
150,2.67239070580883,256.730421056604,281.231414794922,2,iPhone 13,4.72624608685127,3.38926761400038,34.4638335587271,-120.31986043534,7.66757289785892,,,,,,,,5/17/2023 11:29:10 PM,,,,,0,,Note - can’t go past bc of Seawall,18,24,5/17/2023 11:29:11 PM,b576dd10-472e-44f7-8ba0-3e641c29a30e,-120.319860435522,34.4638335588131
151,0.0352190609512185,48.5114348030672,321.556304931641,2,iPhone 13,4.73278775579177,3.38012678629314,34.4646173358043,-120.317912799112,7.11127157416195,,,,,,,,5/17/2023 11:32:27 PM,,,,,1,23 - canyon,,20,20,5/17/2023 11:32:28 PM,67a0b77b-cefa-4449-9e2f-c8760e531a42,-120.317912799052,34.4646173358038
152,0.219568791538313,133.758525005289,172.429260253906,2,iPhone 13,4.74908848543475,3.35718566515168,34.4614460418514,-120.336982550614,12.9858372919261,,,,,,,,5/18/2023 12:16:34 AM,,,,,0,Likely,Bulito ,16,18,5/18/2023 12:16:36 AM,9fd9ffe4-7dae-46b6-bfe8-4a4f2288588f,-120.336982550314,34.4614460420912
153,0.221612251394708,99.8951282848483,47.7614593505859,2,iPhone 13,4.76132368900249,3.33981043793394,34.4609064321851,-120.336625318498,8.22390118800104,,,,,,,,5/18/2023 12:19:03 AM,,,,,0,Possible- stairs,Yes,20,22,5/18/2023 12:19:04 AM,23654986-b599-42c1-a06a-9a7093f9a9ad,-120.336625318173,34.4609064323272
154,3.85505199575698,41.6644282325315,64.2931747436523,2,iPhone 13,4.73205586745889,3.38115132758603,34.4613882992324,-120.336091426053,5.40163389593363,,,,,,,,5/18/2023 12:20:50 AM,,,,,0,,,27,26,5/18/2023 12:20:51 AM,0a76b35d-a0bc-44c1-8948-a658b2e4ce92,-120.336091426044,34.4613882989032
155,,,,1,,,,,,,,,,,,,,,,,,,0,,Seawall N,20,20,5/18/2023 12:24:42 AM,bc560ef5-0044-4a09-adb1-66ce0e5a1a5c,-120.322065470761,34.4634832435458
