Center Longitude dec,Map Projection,Comments,NE Corner Long dec,Begin Date,Agency,Entity ID,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Sensor,Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,End Date,Platform,Display ID
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-08-17 00:00:00-05,USGS EROS,EVUSS20210817202108236,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-08-23 00:00:00-05,SUOMI NPP,EVUSS20210817202108236,EVUSS20210817202108236
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-08-24 00:00:00-05,USGS EROS,EVUSS20210824202108306,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-08-30 00:00:00-05,SUOMI NPP,EVUSS20210824202108306,EVUSS20210824202108306
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-08-24 00:00:00-05,USGS EROS,EVUSS20210824202109066,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-06 00:00:00-05,SUOMI NPP,EVUSS20210824202109066,EVUSS20210824202109066
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-08-31 00:00:00-05,USGS EROS,EVUSS20210831202109066,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-06 00:00:00-05,SUOMI NPP,EVUSS20210831202109066,EVUSS20210831202109066
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-07 00:00:00-05,USGS EROS,EVUSS20210907202109136,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-13 00:00:00-05,SUOMI NPP,EVUSS20210907202109136,EVUSS20210907202109136
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-07 00:00:00-05,USGS EROS,EVUSS20210907202109206,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-20 00:00:00-05,SUOMI NPP,EVUSS20210907202109206,EVUSS20210907202109206
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-14 00:00:00-05,USGS EROS,EVUSS20210914202109206,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-20 00:00:00-05,SUOMI NPP,EVUSS20210914202109206,EVUSS20210914202109206
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-21 00:00:00-05,USGS EROS,EVUSS20210921202109276,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-09-27 00:00:00-05,SUOMI NPP,EVUSS20210921202109276,EVUSS20210921202109276
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-21 00:00:00-05,USGS EROS,EVUSS20210921202110046,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-10-04 00:00:00-05,SUOMI NPP,EVUSS20210921202110046,EVUSS20210921202110046
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-09-28 00:00:00-05,USGS EROS,EVUSS20210928202110046,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-10-04 00:00:00-05,SUOMI NPP,EVUSS20210928202110046,EVUSS20210928202110046
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-10-05 00:00:00-05,USGS EROS,EVUSS20211005202110116,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-10-11 00:00:00-05,SUOMI NPP,EVUSS20211005202110116,EVUSS20211005202110116
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-10-05 00:00:00-05,USGS EROS,EVUSS20211005202110186,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-10-18 00:00:00-05,SUOMI NPP,EVUSS20211005202110186,EVUSS20211005202110186
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-10-12 00:00:00-05,USGS EROS,EVUSS20211012202110186,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-10-18 00:00:00-05,SUOMI NPP,EVUSS20211012202110186,EVUSS20211012202110186
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-10-19 00:00:00-05,USGS EROS,EVUSS20211019202110256,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-10-25 00:00:00-05,SUOMI NPP,EVUSS20211019202110256,EVUSS20211019202110256
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-10-19 00:00:00-05,USGS EROS,EVUSS20211019202111016,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-01 00:00:00-05,SUOMI NPP,EVUSS20211019202111016,EVUSS20211019202111016
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-10-26 00:00:00-05,USGS EROS,EVUSS20211026202111016,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-11-01 00:00:00-05,SUOMI NPP,EVUSS20211026202111016,EVUSS20211026202111016
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-02 00:00:00-05,USGS EROS,EVUSS20211102202111086,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-08 00:00:00-06,SUOMI NPP,EVUSS20211102202111086,EVUSS20211102202111086
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-02 00:00:00-05,USGS EROS,EVUSS20211102202111156,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-15 00:00:00-06,SUOMI NPP,EVUSS20211102202111156,EVUSS20211102202111156
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-09 00:00:00-06,USGS EROS,EVUSS20211109202111156,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-15 00:00:00-06,SUOMI NPP,EVUSS20211109202111156,EVUSS20211109202111156
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-16 00:00:00-06,USGS EROS,EVUSS20211116202111226,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-22 00:00:00-06,SUOMI NPP,EVUSS20211116202111226,EVUSS20211116202111226
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-16 00:00:00-06,USGS EROS,EVUSS20211116202111296,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-11-29 00:00:00-06,SUOMI NPP,EVUSS20211116202111296,EVUSS20211116202111296
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-11-23 00:00:00-06,USGS EROS,EVUSS20211123202111296,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-11-29 00:00:00-06,SUOMI NPP,EVUSS20211123202111296,EVUSS20211123202111296
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-30 00:00:00-06,USGS EROS,EVUSS20211130202112066,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-12-06 00:00:00-06,SUOMI NPP,EVUSS20211130202112066,EVUSS20211130202112066
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-11-30 00:00:00-06,USGS EROS,EVUSS20211130202112136,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-12-13 00:00:00-06,SUOMI NPP,EVUSS20211130202112136,EVUSS20211130202112136
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-12-07 00:00:00-06,USGS EROS,EVUSS20211207202112136,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-12-13 00:00:00-06,SUOMI NPP,EVUSS20211207202112136,EVUSS20211207202112136
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-12-14 00:00:00-06,USGS EROS,EVUSS20211214202112206,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-12-20 00:00:00-06,SUOMI NPP,EVUSS20211214202112206,EVUSS20211214202112206
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-12-14 00:00:00-06,USGS EROS,EVUSS20211214202112276,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2021-12-27 00:00:00-06,SUOMI NPP,EVUSS20211214202112276,EVUSS20211214202112276
-97.2040555555556,Lambert Azimuthal Equal Area,acceptable,-65.3992083333333,2021-12-21 00:00:00-06,USGS EROS,EVUSS20211221202112276,128°31'48.21"W,46°42'22.77"N,65°23'57.15"W,22°28'49.19"N,75°25'11.59"W,23°35'01.53"N,119°58'20.24"W,38.7369222222222,VIIRS,1,38°44'12.92"N,97°12'14.60"W,48°24'11"N,48.4030555555556,-128.530058333333,46.706325,22.4803305555556,-75.4198861111111,23.5837583333333,-119.972288888889,2021-12-27 00:00:00-06,SUOMI NPP,EVUSS20211221202112276,EVUSS20211221202112276
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-12-28 00:00:00-06,USGS EROS,EVUSS20211228202201036,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-03 00:00:00-06,SUOMI NPP,EVUSS20211228202201036,EVUSS20211228202201036
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2021-12-28 00:00:00-06,USGS EROS,EVUSS20211228202201106,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-10 00:00:00-06,SUOMI NPP,EVUSS20211228202201106,EVUSS20211228202201106
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-04 00:00:00-06,USGS EROS,EVUSS20220104202201106,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-10 00:00:00-06,SUOMI NPP,EVUSS20220104202201106,EVUSS20220104202201106
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-11 00:00:00-06,USGS EROS,EVUSS20220111202201176,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-17 00:00:00-06,SUOMI NPP,EVUSS20220111202201176,EVUSS20220111202201176
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-11 00:00:00-06,USGS EROS,EVUSS20220111202201246,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-24 00:00:00-06,SUOMI NPP,EVUSS20220111202201246,EVUSS20220111202201246
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-18 00:00:00-06,USGS EROS,EVUSS20220118202201246,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-24 00:00:00-06,SUOMI NPP,EVUSS20220118202201246,EVUSS20220118202201246
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-25 00:00:00-06,USGS EROS,EVUSS20220125202201316,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-01-31 00:00:00-06,SUOMI NPP,EVUSS20220125202201316,EVUSS20220125202201316
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-01-25 00:00:00-06,USGS EROS,EVUSS20220125202202076,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-02-07 00:00:00-06,SUOMI NPP,EVUSS20220125202202076,EVUSS20220125202202076
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-02-01 00:00:00-06,USGS EROS,EVUSS20220201202202076,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-02-07 00:00:00-06,SUOMI NPP,EVUSS20220201202202076,EVUSS20220201202202076
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-02-08 00:00:00-06,USGS EROS,EVUSS20220208202202146,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-02-14 00:00:00-06,SUOMI NPP,EVUSS20220208202202146,EVUSS20220208202202146
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-02-08 00:00:00-06,USGS EROS,EVUSS20220208202202216,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-02-21 00:00:00-06,SUOMI NPP,EVUSS20220208202202216,EVUSS20220208202202216
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-02-22 00:00:00-06,USGS EROS,EVUSS20220222202202286,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-02-28 00:00:00-06,SUOMI NPP,EVUSS20220222202202286,EVUSS20220222202202286
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-02-22 00:00:00-06,USGS EROS,EVUSS20220222202203076,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-03-07 00:00:00-06,SUOMI NPP,EVUSS20220222202203076,EVUSS20220222202203076
-97.2019,Lambert Azimuthal Equal Area,acceptable,-65.39465,2022-03-01 00:00:00-06,USGS EROS,EVUSS20220301202203076,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,VIIRS,1,38°44'12.72"N,97°12'06.84"W,48°24'11"N,48.4030555555556,-128.530058333333,46.7049,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,2022-03-07 00:00:00-06,SUOMI NPP,EVUSS20220301202203076,EVUSS20220301202203076
